X,Y,Player,PGN
1.7146338653320787,-0.27610725551002346,DrNykterstein,c4 e5 Nc3 Nf6 e3 Nc6 a3 Be7 b4 O-O Bb2 d6 Nf3 Bg4 Be2 Re8 h3 Bh5 Nh4 Bxe2 Qxe2 Bf8 Nf3 Nd4 exd4 exd4 Nxd4 Rxe2+ Ndxe2 d5 cxd5 Nxd5 O-O Nxc3 Bxc3 Qd3 Nf4 Qc4 g3 Bd6 Ng2 Re8 h4 h6 Ne3 Qd3 Rfe1 Qe4 Ng2 Qc6 Rxe8+ Qxe8 Ne3 Qa4 Kg2 Qb3 Kh2 h5 Kg2 Bf8 Kh2 f6 Ng2 Kf7 Nf4 g6 Ng2 c5 Ne3 cxb4 axb4 a6 Rc1 Bxb4 Bd4 Bxd2 Rc7+ Ke6 Rg7 Bxe3 Bxe3 Qb1 Rg8 a5 Ra8 Qb5 Rg8 Kf7 Ra8 a4 Ra7 Qb3 Bd4 Ke6 Be3 b5 Bd4 b4 Ra6+ Kd5 Bxf6 a3 Be7 a2 Bxb4 Qb1 Bc3 Qd3 Ra5+ Kc6 Rxa2 Qxc3 Re2 Qf3 Rc2+ Kd5 Rd2+ Ke5 Kg1 Kf5 Rd4 Qe2 Rf4+ Ke5 Kg2 Qd1 Kh2 Qd5 Kg1 Qc6 Rf8 Qc1+ Kg2 Qc5 Kh2 Qxf8 Kg2 Ke6 f3 Kf6 Kf2 Qa8 Kg2 Qa3 Kf2 Qa2+ Ke3 Qa3+ Kf4 Qb4+ Ke3 Qb5 Kf4 Qb6 Ke4 Qb7+ Kf4 Qb8+ Ke4 Qc8 Kf4 Qf5+ Ke3 Qe5+ Kf2 g5 Kg2 gxh4 gxh4 Qf4 Kh3 Kf5 Kg2 Qxf3+ Kxf3 Ke5 Kg3 Kf5 Kf3 Ke5 Ke3 Kf5 Kf3
0.7268769150551966,0.8264036731389777,DrNykterstein,c4 g6 Nf3 Bg7 d4 Nf6 Nc3 O-O e4 d6 Be2 Nbd7 O-O e5 d5 Nc5 Qc2 a5 Be3 h6 Nd2 Nh7 a3 f5 b4 Na6 f3 axb4 axb4 Nxb4 Qb3 Na6 c5 Nxc5 Bxc5 Rxa1 Rxa1 dxc5 Nc4 Kh8 d6 cxd6 Rd1 Be6 Qxb7 Bxc4 Bxc4 Nf6 exf5 gxf5 Be6 e4 Bxf5 exf3 Qxf3 Ng4 Qxg4 Bxc3 Qg6 Qe7 Qxh6+ Kg8 Be6+ Rf7 Qg6+
-0.7591816078308942,0.24066225450269443,DrNykterstein,e4 c5 Nc3 e6 f4 Nc6 Nf3 d5 Bb5 Ne7 exd5 exd5 Qe2 Bg4 Bxc6+ bxc6 b3 g6 Ba3 Bg7 Bxc5 Bxf3 gxf3 Qd7 O-O-O Bf6 Rhe1 O-O Bxe7 Rfe8 Bxf6 Rxe2 Rxe2 d4 Ne4 Qf5 Bxd4
-0.7997430691413079,0.05602213957150569,DrNykterstein,d4 Nf6 Nc3 e6 e4 d5 e5 Nfd7 Nce2 c5 c3 Nc6 Nf3 Be7 a3 b6 Nf4 a5 h4 Ba6 Bxa6 Rxa6 h5 h6 O-O c4 a4 Ra8 Nh2 Qc7 Qg4 Kf8 Nxe6+ fxe6 Qxe6 Rd8 f4 Qc8 Qg6 Kg8 Nf3 Nf8 Qc2 Qg4 f5 Qxh5 Be3 Bg5 Rae1 Re8 e6 Bxe3+ Rxe3 Nh7 Ne5 Nxe5 dxe5 Ng5 Rg3 Qh4 Qf2 Qe4 Re1 Qh4 Ree3 Kh7 Re1 Rhf8 Rf1 Kh8 Re3 Qg4 Rg3 Qh4 Re3 Qg4 Rg3 Qh5 Re3 Ne4 Qf4 Rxe6 Rh3 Qe8 f6 Nxf6 Rhf3 Nh7 Qxf8+ Nxf8 Rxf8+ Kh7 Rxe8 Rxe8 Rf5 Kg6 g4 Re6 Kf2 h5 Kf3 hxg4+ Kxg4 Re7 Kf4 Re6 Rg5+ Kh7 Kf5 Rg6 Rxg6 Kg8 e6 Kf8 e7+ Kxe7 Rxg7+ Kd6 Rg6+ Kc5 Ke5 d4 cxd4+ Kb4 Rxb6+ Kxa4 Kd5 c3 bxc3 Ka3 Kc4 a4 Ra6 Ka2 Rxa4+ Kb2 d5 Kc2 d6 Kb2 d7 Kc2 d8=Q Kb2 Qd2+ Kb1 Kb4
1.0082561898345368,0.6527590520757252,DrNykterstein,e4 d5 exd5 Nf6 c4 c6 d4 cxd5 Nc3 Nc6 Nf3 e6 a3 Be7 c5 O-O Bb5 Ne4 O-O Nxc3 bxc3 Bd7 Rb1 b6 Qa4 Rc8 Be3 bxc5 dxc5 Re8 Rfd1 Bf8 c4 Qc7 cxd5 exd5 Rxd5 Bg4 Qxg4
-0.9111473869163111,-0.5310417711475207,DrNykterstein,Nc3 d5 Nf3 c6 e4 Nf6 e5 Nfd7 d4 e6 Ne2 c5 c3 Nc6 h4 Be7 a3 Rb8 Nf4 b5 Bd3 a5 O-O b4 axb4 axb4 h5 bxc3 bxc3 cxd4 cxd4 Nb4 Bb1 Ba6 Re1 Bc4 h6 g6 Nh2 O-O Ng4 Nb6 Nh3 Rc8 Ra7 Rc7 Rxc7 Qxc7 Bg5 Rc8 Bxe7 Qxe7 Qd2 Nd7 Ng5 Nc6 Nf3 Rb8 Bc2 Qb4 Qf4 Qe7 Ba4 Nb4 Bxd7 Nd3 Qf6 Qxf6 Nxf6+ Kf8 Ra1
-1.0029193451221232,-0.15035919205854598,DrNykterstein,d4 Nf6 Nc3 e6 e4 d5 e5 Nfd7 Nce2 c5 c3 Nc6 Nf3 Be7 a3 O-O h4 b5 Nf4 b4 axb4 cxb4 Bd3 h6 Bb1 Re8 Qd3 Nf8 g4 a5 g5 Ba6 Qe3 h5 Nxh5 bxc3 bxc3 Rc8 Nf6+ Kh8 h5 Nb4 g6 Rxc3 Qxc3 Nd3+ Bxd3 Bb4 Qxb4 axb4 Ng5
-0.7152805188227884,-0.4085196644975258,DrNykterstein,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 a4 e5 Nf3 Be7 Bc4 O-O O-O Nbd7 a5 b5 axb6 Nxb6 Bb3 Bb7 Re1 h6 Nh4 d5 exd5 Nfxd5 Nf5 Nxc3 Qg4 Bg5 bxc3 Qf6 Bxg5 hxg5 Rad1 Bc8 Qb4 a5 Ne7+ Kh8 Qc5 Nd7 Qa3 Nb6 Nd5 Nxd5 Qxf8+ Kh7 Bxd5 Bb7 Qxf7
-0.8084912032080236,0.21218526319298703,DrNykterstein,Nc3 Nf6 e4 d5 exd5 Nxd5 Bc4 Nb6 Bb3 Nc6 d3 Bf5 Nf3 e6 O-O Be7 Re1 Bg4 h3 Bh5 Be3 O-O Ne4 Ne5 g4 Nxf3+ Qxf3 Bg6 Rad1 a5 a3 Nd5 Bd2 a4 Ba2 c6 Ng3 Qb6 Bc1 Qc7 Kg2 Rad8 Nf5 exf5 gxf5 Bd6 fxg6 fxg6 Qg4 Kh8 Qxa4 Nf4+ Bxf4 Rxf4 Re4 Rdf8 Rxf4 Rxf4 Qb3 Qd8 Re1 Qf8 Re2 Bc5 d4 Bxd4 Qg3 g5 c3 Bc5 b4 Ba7 a4 g6 a5 Kg7 Bb1 h5 Be4 h4 Qd3 Rxf2+ Kg1 Rxe2+
1.3454332846684551,-0.054597775487823866,DrNykterstein,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 Bg5 Bb7 Nd2 h6 Bh4 c5 a3 Bxc3 bxc3 Nc6 e3 Ne7 f3 Nf5 Bf2 d5 cxd5 exd5 Bd3 Nd6 O-O O-O Qc2 c4 Be2 Re8 Rae1 Bc8 Bd1 Bf5 Qc1 Bd3 Be2 Bxe2 Rxe2 Qd7 Rfe1 Re6 Bh4 Rae8 Bxf6 Rxf6 e4 Rfe6 e5 Nf5 f4 h5 Qc2 g6 Nf3 f6 exf6 Rxe2 Rxe2 Rxe2 Qxe2 Qf7 Qe5 Nh6 Ng5 Ng4 Nxf7
